metric,value
Year=2019; Rating=480000 - 490000,3
Year=2014; Rating=770000 - 780000,3
Year=2018; Rating=2130000 - 2140000,1
Year=2020; Rating=1930000 - 1940000,1
Year=2014; Rating=1380000 - 1390000,1
Year=2015; Rating=960000 - 970000,3
Year=2017; Rating=1100000 - 1110000,2
Year=2013; Rating=620000 - 630000,2
Year=2019; Rating=2160000 - 2170000,1
Year=2016; Rating=1010000 - 1020000,2
Year=2017; Rating=640000 - 650000,1
Year=2017; Rating=450000 - 460000,7
Year=2018; Rating=630000 - 640000,5
Year=2011; Rating=880000 - 890000,2
Year=2016; Rating=590000 - 600000,2
Year=2021; Rating=1420000 - 1430000,2
Year=2016; Rating=2270000 - 2280000,2
Year=2021; Rating=920000 - 930000,1
Year=2016; Rating=700000 - 710000,3
Year=2019; Rating=500000 - 510000,1
Year=2021; Rating=440000 - 450000,2
Year=2017; Rating=780000 - 790000,1
Year=2014; Rating=930000 - 940000,3
Year=2014; Rating=1050000 - 1060000,2
Year=2012; Rating=1130000 - 1140000,1
Year=2021; Rating=900000 - 910000,2
Year=2011; Rating=5700000 - 5710000,1
Year=2014; Rating=6190000 - 6200000,1
Year=2015; Rating=1330000 - 1340000,1
Year=2016; Rating=720000 - 730000,2
Year=2011; Rating=1190000 - 1200000,1
Year=2018; Rating=340000 - 350000,10
Year=2020; Rating=1480000 - 1490000,1
Year=2020; Rating=660000 - 670000,4
Year=2012; Rating=1490000 - 1500000,2
Year=2018; Rating=430000 - 440000,8
Year=2020; Rating=810000 - 820000,1
Year=2017; Rating=700000 - 710000,2
Year=2014; Rating=1640000 - 1650000,1
Year=2018; Rating=440000 - 450000,4
Year=2017; Rating=520000 - 530000,1
Year=2018; Rating=1000000 - 1010000,2
Year=2015; Rating=380000 - 390000,6
Year=2017; Rating=880000 - 890000,1
Year=2013; Rating=9320000 - 9330000,1
Year=2018; Rating=1420000 - 1430000,1
Year=2013; Rating=6210000 - 6220000,1
Year=2018; Rating=2030000 - 2040000,1
Year=2014; Rating=900000 - 910000,3
Year=2018; Rating=1010000 - 1020000,2
Year=2015; Rating=2410000 - 2420000,1
Year=2012; Rating=2150000 - 2160000,1
Year=2013; Rating=24350000 - 24360000,1
Year=2019; Rating=600000 - 610000,3
Year=2014; Rating=1120000 - 1130000,2
Year=2020; Rating=520000 - 530000,2
Year=2015; Rating=3570000 - 3580000,1
Year=2015; Rating=1900000 - 1910000,1
Year=2020; Rating=6680000 - 6690000,1
Year=2019; Rating=540000 - 550000,2
Year=2016; Rating=1320000 - 1330000,2
Year=2012; Rating=910000 - 920000,3
Year=2017; Rating=620000 - 630000,2
Year=2018; Rating=490000 - 500000,8
Year=2014; Rating=2640000 - 2650000,1
Year=2021; Rating=1070000 - 1080000,1
Year=2014; Rating=690000 - 700000,3
Year=2017; Rating=1770000 - 1780000,1
Year=2019; Rating=4570000 - 4580000,1
Year=2012; Rating=720000 - 730000,1
Year=2015; Rating=820000 - 830000,1
Year=2014; Rating=1110000 - 1120000,1
Year=2020; Rating=420000 - 430000,5
Year=2012; Rating=270000 - 280000,5
Year=2014; Rating=1340000 - 1350000,1
Year=2014; Rating=1710000 - 1720000,1
Year=2016; Rating=1410000 - 1420000,2
Year=2013; Rating=7680000 - 7690000,1
Year=2017; Rating=1260000 - 1270000,2
Year=2013; Rating=640000 - 650000,2
Year=2017; Rating=1440000 - 1450000,2
Year=2013; Rating=10370000 - 10380000,1
Year=2018; Rating=1090000 - 1100000,3
Year=2021; Rating=310000 - 320000,5
Year=2013; Rating=1230000 - 1240000,2
Year=2016; Rating=4270000 - 4280000,1
Year=2013; Rating=600000 - 610000,1
Year=2015; Rating=4830000 - 4840000,1
Year=2015; Rating=1050000 - 1060000,2
Year=2015; Rating=1490000 - 1500000,1
Year=2017; Rating=390000 - 400000,4
Year=2019; Rating=2030000 - 2040000,1
Year=2011; Rating=400000 - 410000,2
Year=2014; Rating=2350000 - 2360000,1
Year=2014; Rating=720000 - 730000,1
Year=2018; Rating=3460000 - 3470000,1
Year=2016; Rating=1420000 - 1430000,1
Year=2013; Rating=1750000 - 1760000,2
Year=2019; Rating=1470000 - 1480000,1
Year=2021; Rating=720000 - 730000,1
Year=2016; Rating=880000 - 890000,1
Year=2017; Rating=3720000 - 3730000,1
Year=2018; Rating=1650000 - 1660000,1
Year=2013; Rating=290000 - 300000,9
Year=2018; Rating=1100000 - 1110000,1
Year=2017; Rating=510000 - 520000,2
Year=2012; Rating=3060000 - 3070000,1
Year=2016; Rating=380000 - 390000,5
Year=2017; Rating=1240000 - 1250000,1
Year=2018; Rating=2400000 - 2410000,1
Year=2013; Rating=820000 - 830000,1
Year=2020; Rating=840000 - 850000,1
Year=2013; Rating=300000 - 310000,9
Year=2018; Rating=840000 - 850000,1
Year=2020; Rating=300000 - 310000,12
Year=2020; Rating=470000 - 480000,2
Year=2022; Rating=360000 - 370000,1
Year=2015; Rating=3140000 - 3150000,2
Year=2016; Rating=840000 - 850000,1
Year=2017; Rating=3980000 - 3990000,1
Year=2017; Rating=1380000 - 1390000,1
Year=2016; Rating=7810000 - 7820000,1
Year=2014; Rating=1560000 - 1570000,1
Year=2016; Rating=660000 - 670000,2
Year=2014; Rating=4290000 - 4300000,1
Year=2015; Rating=2980000 - 2990000,2
Year=2020; Rating=1310000 - 1320000,2
Year=2013; Rating=980000 - 990000,1
Year=2017; Rating=1710000 - 1720000,1
Year=2017; Rating=2260000 - 2270000,1
Year=2015; Rating=2190000 - 2200000,1
Year=2012; Rating=10620000 - 10630000,1
Year=2014; Rating=3920000 - 3930000,1
Year=2016; Rating=2500000 - 2510000,1
Year=2016; Rating=8100000 - 8110000,1
Year=2014; Rating=2980000 - 2990000,1
Year=2017; Rating=2600000 - 2610000,1
Year=2013; Rating=520000 - 530000,3
Year=2020; Rating=1270000 - 1280000,2
Year=2015; Rating=1770000 - 1780000,2
Year=2012; Rating=1020000 - 1030000,1
Year=2017; Rating=2050000 - 2060000,1
Year=2015; Rating=830000 - 840000,1
Year=2019; Rating=700000 - 710000,1
Year=2018; Rating=400000 - 410000,6
Year=2015; Rating=2700000 - 2710000,1
Year=2012; Rating=2390000 - 2400000,1
Year=2011; Rating=940000 - 950000,2
Year=2015; Rating=510000 - 520000,3
Year=2014; Rating=780000 - 790000,1
Year=2015; Rating=1570000 - 1580000,1
Year=2016; Rating=1140000 - 1150000,2
Year=2016; Rating=980000 - 990000,2
Year=2019; Rating=5400000 - 5410000,1
Year=2016; Rating=10390000 - 10400000,1
Year=2015; Rating=1100000 - 1110000,1
Year=2012; Rating=600000 - 610000,2
Year=2021; Rating=620000 - 630000,1
Year=2019; Rating=1780000 - 1790000,1
Year=2018; Rating=730000 - 740000,3
Year=2013; Rating=7440000 - 7450000,1
Year=2019; Rating=4300000 - 4310000,1
Year=2014; Rating=1950000 - 1960000,1
Year=2010; Rating=20260000 - 20270000,1
Year=2016; Rating=960000 - 970000,2
Year=2011; Rating=1340000 - 1350000,1
Year=2014; Rating=4680000 - 4690000,1
Year=2013; Rating=1210000 - 1220000,1
Year=2012; Rating=39390000 - 39400000,1
Year=2019; Rating=15240000 - 15250000,1
Year=2014; Rating=2660000 - 2670000,1
Year=2020; Rating=1240000 - 1250000,1
Year=2016; Rating=930000 - 940000,2
Year=2019; Rating=510000 - 520000,1
Year=2021; Rating=240000 - 250000,4
Year=2012; Rating=1220000 - 1230000,1
Year=2019; Rating=490000 - 500000,4
Year=2013; Rating=1130000 - 1140000,2
Year=2012; Rating=1060000 - 1070000,1
Year=2016; Rating=440000 - 450000,4
Year=2013; Rating=6030000 - 6040000,1
Year=2013; Rating=1150000 - 1160000,2
Year=2017; Rating=5400000 - 5410000,1
Year=2012; Rating=790000 - 800000,1
Year=2017; Rating=950000 - 960000,2
Year=2012; Rating=1680000 - 1690000,1
Year=2010; Rating=3680000 - 3690000,1
Year=2015; Rating=940000 - 950000,1
Year=2011; Rating=500000 - 510000,3
Year=2011; Rating=5480000 - 5490000,1
Year=2014; Rating=1010000 - 1020000,3
Year=2010; Rating=5680000 - 5690000,1
Year=2012; Rating=2890000 - 2900000,1
Year=2020; Rating=3610000 - 3620000,1
Year=2010; Rating=10530000 - 10540000,1
Year=2016; Rating=1050000 - 1060000,1
Year=2012; Rating=4970000 - 4980000,1
Year=2020; Rating=320000 - 330000,2
Year=2016; Rating=760000 - 770000,2
Year=2017; Rating=1640000 - 1650000,1
Year=2017; Rating=2550000 - 2560000,1
Year=2015; Rating=4860000 - 4870000,1
Year=2012; Rating=4960000 - 4970000,1
Year=2012; Rating=900000 - 910000,2
Year=2012; Rating=680000 - 690000,2
Year=2016; Rating=7660000 - 7670000,1
Year=2016; Rating=780000 - 790000,1
Year=2013; Rating=1140000 - 1150000,1
Year=2015; Rating=5380000 - 5390000,1
Year=2011; Rating=460000 - 470000,2
Year=2014; Rating=6200000 - 6210000,1
Year=2016; Rating=990000 - 1000000,1
Year=2011; Rating=270000 - 280000,5
Year=2013; Rating=7330000 - 7340000,1
Year=2011; Rating=750000 - 760000,1
Year=2014; Rating=620000 - 630000,4
Year=2015; Rating=5000000 - 5010000,1
Year=2013; Rating=6140000 - 6150000,1
Year=2010; Rating=440000 - 450000,3
Year=2014; Rating=1700000 - 1710000,1
Year=2011; Rating=1140000 - 1150000,1
Year=2012; Rating=1900000 - 1910000,1
Year=2019; Rating=2060000 - 2070000,1
Year=2017; Rating=900000 - 910000,2
Year=2014; Rating=2650000 - 2660000,1
Year=2017; Rating=670000 - 680000,3
Year=2011; Rating=1910000 - 1920000,1
Year=2013; Rating=1370000 - 1380000,1
Year=2013; Rating=2020000 - 2030000,1
Year=2018; Rating=2590000 - 2600000,1
Year=2011; Rating=430000 - 440000,3
Year=2011; Rating=13550000 - 13560000,1
Year=2017; Rating=2190000 - 2200000,1
Year=2012; Rating=5140000 - 5150000,1
Year=2010; Rating=2200000 - 2210000,1
Year=2022; Rating=160000 - 170000,3
Year=2018; Rating=23240000 - 23250000,1
Year=2018; Rating=930000 - 940000,1
Year=2015; Rating=2750000 - 2760000,1
Year=2021; Rating=1630000 - 1640000,1
Year=2014; Rating=1500000 - 1510000,1
Year=2016; Rating=970000 - 980000,1
Year=2010; Rating=1680000 - 1690000,1
Year=2016; Rating=4150000 - 4160000,1
Year=2010; Rating=1200000 - 1210000,1
Year=2013; Rating=1570000 - 1580000,1
Year=2012; Rating=840000 - 850000,1
Year=2014; Rating=3200000 - 3210000,1
Year=2012; Rating=1120000 - 1130000,1
Year=2010; Rating=1660000 - 1670000,1
Year=2016; Rating=15330000 - 15340000,1
Year=2010; Rating=960000 - 970000,1
Year=2011; Rating=11510000 - 11520000,1
Year=2013; Rating=930000 - 940000,1
Year=2019; Rating=1660000 - 1670000,1
Year=2018; Rating=870000 - 880000,2
Year=2010; Rating=1090000 - 1100000,1
Year=2014; Rating=85200000 - 85210000,1
Year=2014; Rating=3000000 - 3010000,1
Year=2012; Rating=1090000 - 1100000,2
Year=2010; Rating=830000 - 840000,1
Year=2014; Rating=1390000 - 1400000,1
Year=2010; Rating=1100000 - 1110000,1
Year=2014; Rating=1440000 - 1450000,2
Year=2012; Rating=690000 - 700000,2
Year=2014; Rating=1190000 - 1200000,1
Year=2016; Rating=1810000 - 1820000,1
Year=2013; Rating=1730000 - 1740000,1
Year=2010; Rating=2530000 - 2540000,1
Year=2011; Rating=440000 - 450000,3
Year=2020; Rating=3650000 - 3660000,1
Year=2011; Rating=1550000 - 1560000,1
Year=2010; Rating=1410000 - 1420000,1
Year=2014; Rating=910000 - 920000,1
Year=2017; Rating=1660000 - 1670000,1
Year=2019; Rating=2180000 - 2190000,1
Year=2016; Rating=2460000 - 2470000,1
Year=2015; Rating=930000 - 940000,1
Year=2014; Rating=2080000 - 2090000,1
Year=2019; Rating=690000 - 700000,1
Year=2017; Rating=1820000 - 1830000,1
Year=2018; Rating=1560000 - 1570000,1
Year=2013; Rating=900000 - 910000,1
Year=2014; Rating=1490000 - 1500000,2
Year=2014; Rating=1480000 - 1490000,2
Year=2012; Rating=139710000 - 139720000,1
Year=2010; Rating=2520000 - 2530000,1
Year=2012; Rating=1700000 - 1710000,1
Year=2017; Rating=790000 - 800000,1
Year=2018; Rating=2550000 - 2560000,1
Year=2010; Rating=24670000 - 24680000,1
Year=2017; Rating=980000 - 990000,2
Year=2019; Rating=1890000 - 1900000,1
Year=2016; Rating=1090000 - 1100000,1
Year=2019; Rating=1000000 - 1010000,1
Year=2014; Rating=1000000 - 1010000,2
Year=2013; Rating=5900000 - 5910000,1
Year=2015; Rating=12580000 - 12590000,1
Year=2016; Rating=940000 - 950000,1
Year=2011; Rating=4710000 - 4720000,1
Year=2010; Rating=1650000 - 1660000,1
Year=2014; Rating=2570000 - 2580000,1
Year=2015; Rating=970000 - 980000,1
Year=2017; Rating=2640000 - 2650000,1
Year=2016; Rating=2020000 - 2030000,1
Year=2022; Rating=910000 - 920000,1
Year=2021; Rating=560000 - 570000,1
Year=2020; Rating=610000 - 620000,1
Year=2011; Rating=8230000 - 8240000,1
Year=2020; Rating=720000 - 730000,2
Year=2015; Rating=1030000 - 1040000,2
Year=2010; Rating=11460000 - 11470000,1
Year=2018; Rating=660000 - 670000,1
Year=2016; Rating=2070000 - 2080000,1
Year=2016; Rating=9570000 - 9580000,1
Year=2011; Rating=1710000 - 1720000,1
Year=2017; Rating=6330000 - 6340000,1
Year=2015; Rating=1920000 - 1930000,1
Year=2013; Rating=1380000 - 1390000,1
Year=2016; Rating=1630000 - 1640000,1
Year=2017; Rating=1520000 - 1530000,2
Year=2020; Rating=1060000 - 1070000,1
Year=2013; Rating=630000 - 640000,3
Year=2021; Rating=2120000 - 2130000,1
Year=2013; Rating=1580000 - 1590000,1
Year=2015; Rating=600000 - 610000,1
Year=2013; Rating=4850000 - 4860000,1
Year=2016; Rating=5510000 - 5520000,1
Year=2015; Rating=780000 - 790000,1
Year=2015; Rating=1160000 - 1170000,1
Year=2017; Rating=600000 - 610000,2
Year=2017; Rating=2700000 - 2710000,1
Year=2018; Rating=2000000 - 2010000,1
Year=2012; Rating=1560000 - 1570000,1
Year=2021; Rating=2090000 - 2100000,1
Year=2016; Rating=560000 - 570000,2
Year=2016; Rating=830000 - 840000,1
Year=2017; Rating=3710000 - 3720000,1
Year=2015; Rating=790000 - 800000,2
Year=2010; Rating=680000 - 690000,1
Year=2015; Rating=1800000 - 1810000,2
Year=2016; Rating=570000 - 580000,4
Year=2019; Rating=1950000 - 1960000,1
Year=2016; Rating=1000000 - 1010000,2
Year=2019; Rating=2590000 - 2600000,1
Year=2017; Rating=1210000 - 1220000,1
Year=2018; Rating=1070000 - 1080000,1
Year=2018; Rating=1510000 - 1520000,1
Year=2017; Rating=1330000 - 1340000,2
Year=2017; Rating=1250000 - 1260000,1
Year=2021; Rating=700000 - 710000,2
Year=2017; Rating=1050000 - 1060000,2
Year=2018; Rating=1140000 - 1150000,2
Year=2018; Rating=1300000 - 1310000,1
Year=2012; Rating=970000 - 980000,1
Year=2019; Rating=460000 - 470000,3
Year=2015; Rating=5020000 - 5030000,1
Year=2013; Rating=1650000 - 1660000,1
Year=2015; Rating=45980000 - 45990000,1
Year=2014; Rating=1160000 - 1170000,1
Year=2012; Rating=40560000 - 40570000,1
Year=2017; Rating=3570000 - 3580000,1
Year=2016; Rating=7050000 - 7060000,1
Year=2014; Rating=1550000 - 1560000,1
Year=2017; Rating=1190000 - 1200000,2
Year=2015; Rating=1150000 - 1160000,2
Year=2014; Rating=1860000 - 1870000,2
Year=2019; Rating=1670000 - 1680000,1
Year=2018; Rating=530000 - 540000,1
Year=2014; Rating=1460000 - 1470000,1
Year=2015; Rating=2670000 - 2680000,1
Year=2015; Rating=1720000 - 1730000,1
Year=2018; Rating=1200000 - 1210000,2
Year=2021; Rating=1000000 - 1010000,1
Year=2012; Rating=3630000 - 3640000,1
Year=2016; Rating=870000 - 880000,2
Year=2015; Rating=1080000 - 1090000,1
Year=2019; Rating=590000 - 600000,2
Year=2017; Rating=770000 - 780000,1
Year=2018; Rating=1620000 - 1630000,1
Year=2014; Rating=1620000 - 1630000,1
Year=2017; Rating=740000 - 750000,1
Year=2018; Rating=3900000 - 3910000,1
Year=2013; Rating=1590000 - 1600000,1
Year=2020; Rating=440000 - 450000,2
Year=2013; Rating=12980000 - 12990000,1
Year=2013; Rating=1820000 - 1830000,1
Year=2017; Rating=2530000 - 2540000,1
Year=2014; Rating=5680000 - 5690000,1
Year=2011; Rating=2700000 - 2710000,1
Year=2012; Rating=2670000 - 2680000,1
Year=2020; Rating=690000 - 700000,1
Year=2018; Rating=3230000 - 3240000,1
Year=2012; Rating=1420000 - 1430000,1
Year=2017; Rating=2620000 - 2630000,1
Year=2011; Rating=4160000 - 4170000,1
Year=2016; Rating=1190000 - 1200000,1
Year=2018; Rating=1600000 - 1610000,1
Year=2010; Rating=920000 - 930000,1
Year=2014; Rating=2520000 - 2530000,1
Year=2015; Rating=1290000 - 1300000,1
Year=2018; Rating=21470000 - 21480000,1
Year=2013; Rating=9610000 - 9620000,1
Year=2018; Rating=1340000 - 1350000,1
Year=2016; Rating=4990000 - 5000000,1
Year=2020; Rating=890000 - 900000,1
Year=2011; Rating=670000 - 680000,2
Year=2014; Rating=1720000 - 1730000,1
Year=2012; Rating=2140000 - 2150000,1
Year=2021; Rating=1290000 - 1300000,1
Year=2011; Rating=5040000 - 5050000,1
Year=2017; Rating=2270000 - 2280000,1
Year=2017; Rating=3240000 - 3250000,1
Year=2012; Rating=2190000 - 2200000,1
Year=2015; Rating=8110000 - 8120000,1
Year=2018; Rating=2010000 - 2020000,1
Year=2018; Rating=4180000 - 4190000,1
Year=2017; Rating=1070000 - 1080000,1
Year=2016; Rating=680000 - 690000,2
Year=2015; Rating=1270000 - 1280000,2
Year=2014; Rating=2070000 - 2080000,1
Year=2016; Rating=1760000 - 1770000,1
Year=2018; Rating=1590000 - 1600000,2
Year=2017; Rating=1460000 - 1470000,1
Year=2012; Rating=1140000 - 1150000,1
Year=2015; Rating=700000 - 710000,2
Year=2014; Rating=2460000 - 2470000,2
Year=2017; Rating=2310000 - 2320000,2
Year=2014; Rating=13760000 - 13770000,1
Year=2015; Rating=2620000 - 2630000,1
Year=2020; Rating=1590000 - 1600000,1
Year=2013; Rating=3150000 - 3160000,1
Year=2014; Rating=5910000 - 5920000,1
Year=2010; Rating=4130000 - 4140000,2
Year=2018; Rating=1860000 - 1870000,1
Year=2010; Rating=3280000 - 3290000,1
Year=2011; Rating=1180000 - 1190000,1
Year=2018; Rating=520000 - 530000,3
Year=2012; Rating=620000 - 630000,2
Year=2014; Rating=26970000 - 26980000,1
Year=2021; Rating=960000 - 970000,1
Year=2018; Rating=3670000 - 3680000,1
Year=2016; Rating=4440000 - 4450000,1
Year=2011; Rating=2190000 - 2200000,1
Year=2013; Rating=1420000 - 1430000,1
Year=2012; Rating=1940000 - 1950000,1
Year=2013; Rating=1320000 - 1330000,1
Year=2019; Rating=370000 - 380000,4
Year=2013; Rating=500000 - 510000,2
Year=2011; Rating=810000 - 820000,1
Year=2019; Rating=1170000 - 1180000,2
Year=2016; Rating=2300000 - 2310000,1
Year=2014; Rating=5360000 - 5370000,1
Year=2010; Rating=340000 - 350000,2
Year=2020; Rating=1500000 - 1510000,1
Year=2017; Rating=4470000 - 4480000,1
Year=2015; Rating=6800000 - 6810000,1
Year=2013; Rating=1160000 - 1170000,1
Year=2021; Rating=750000 - 760000,1
Year=2014; Rating=1240000 - 1250000,1
Year=2015; Rating=2350000 - 2360000,1
Year=2018; Rating=4810000 - 4820000,1
Year=2011; Rating=550000 - 560000,2
Year=2017; Rating=870000 - 880000,1
Year=2010; Rating=740000 - 750000,1
Year=2013; Rating=2190000 - 2200000,1
Year=2010; Rating=2260000 - 2270000,1
Year=2019; Rating=1120000 - 1130000,2
Year=2011; Rating=9420000 - 9430000,1
Year=2020; Rating=3040000 - 3050000,1
Year=2016; Rating=35250000 - 35260000,1
Year=2020; Rating=400000 - 410000,1
Year=2019; Rating=640000 - 650000,2
Year=2016; Rating=2890000 - 2900000,1
Year=2019; Rating=740000 - 750000,1
Year=2015; Rating=660000 - 670000,1
Year=2016; Rating=2530000 - 2540000,1
Year=2015; Rating=1260000 - 1270000,1
Year=2022; Rating=480000 - 490000,1
Year=2013; Rating=59350000 - 59360000,1
Year=2012; Rating=3320000 - 3330000,1
Year=2016; Rating=4740000 - 4750000,1
Year=2020; Rating=1210000 - 1220000,1
Year=2011; Rating=580000 - 590000,1
Year=2014; Rating=15840000 - 15850000,1
Year=2011; Rating=2630000 - 2640000,1
Year=2019; Rating=2250000 - 2260000,1
Year=2019; Rating=1370000 - 1380000,1
Year=2015; Rating=870000 - 880000,1
Year=2021; Rating=1130000 - 1140000,1
Year=2019; Rating=570000 - 580000,3
Year=2013; Rating=2840000 - 2850000,2
Year=2013; Rating=840000 - 850000,2
Year=2018; Rating=650000 - 660000,3
Year=2015; Rating=1130000 - 1140000,1
Year=2010; Rating=410000 - 420000,1
Year=2013; Rating=17420000 - 17430000,1
Year=2015; Rating=1170000 - 1180000,1
Year=2012; Rating=34800000 - 34810000,1
Year=2020; Rating=560000 - 570000,1
Year=2019; Rating=2710000 - 2720000,1
Year=2014; Rating=7430000 - 7440000,1
Year=2013; Rating=1020000 - 1030000,2
Year=2010; Rating=490000 - 500000,1
Year=2015; Rating=580000 - 590000,3
Year=2019; Rating=2490000 - 2500000,1
Year=2013; Rating=4870000 - 4880000,1
Year=2013; Rating=710000 - 720000,1
Year=2010; Rating=1590000 - 1600000,1
Year=2017; Rating=2280000 - 2290000,2
Year=2010; Rating=4650000 - 4660000,1
Year=2011; Rating=22210000 - 22220000,1
Year=2018; Rating=1120000 - 1130000,1
Year=2011; Rating=1530000 - 1540000,1
Year=2011; Rating=3890000 - 3900000,1
Year=2010; Rating=4190000 - 4200000,1
Year=2010; Rating=810000 - 820000,1
Year=2011; Rating=6150000 - 6160000,1
Year=2011; Rating=890000 - 900000,2
Year=2013; Rating=1060000 - 1070000,1
Year=2015; Rating=52130000 - 52140000,1
Year=2010; Rating=450000 - 460000,1
Year=2017; Rating=970000 - 980000,2
Year=2020; Rating=2210000 - 2220000,1
Year=2010; Rating=620000 - 630000,2
Year=2011; Rating=280000 - 290000,2
Year=2013; Rating=1700000 - 1710000,1
Year=2019; Rating=2140000 - 2150000,1
Year=2014; Rating=1610000 - 1620000,1
Year=2011; Rating=1100000 - 1110000,1
Year=2013; Rating=11450000 - 11460000,1
Year=2018; Rating=6250000 - 6260000,1
Year=2012; Rating=550000 - 560000,3
Year=2018; Rating=1890000 - 1900000,1
Year=2010; Rating=4350000 - 4360000,1
Year=2016; Rating=1210000 - 1220000,1
Year=2013; Rating=2110000 - 2120000,1
Year=2019; Rating=970000 - 980000,1
